youtuber_name,video_title,video_address,video_thumbnail
씬님,발망 화장품이 있다? 발망 x 로레알 콜라보 립스틱 직구 리뷰 | SSIN,https://www.youtube.com/watch?v=8A_Vyb8IptA,https://i.ytimg.com/vi/8A_Vyb8IptA/maxresdefault.jpg
씬님,늦은 생일선물 개봉기 // 수혜자들❤️ 에게 받았다 | SSIN,https://www.youtube.com/watch?v=NRjBmHcQn58,https://i.ytimg.com/vi/NRjBmHcQn58/maxresdefault.jpg
씬님,13. 🎃13일의 할로윈 마지막회 _ 생방송 LIVE 🎃 | SSIN,https://www.youtube.com/watch?v=7MwrwyKx0Sk,https://i.ytimg.com/vi/7MwrwyKx0Sk/maxresdefault.jpg
씬님,12. 할로윈에 태어난 씬님 🎃유튜버들과 함께 할로윈 파티 & 생일파티 🎃| SSIN,https://www.youtube.com/watch?v=t5fs1OalHIk,https://i.ytimg.com/vi/t5fs1OalHIk/maxresdefault.jpg
씬님,11. 🎃공포의 할로윈 푸드 -만들기- 망치기!! 🎃feat. 꿀키 | SSIN,https://www.youtube.com/watch?v=5rvYq8vjX40,https://i.ytimg.com/vi/5rvYq8vjX40/maxresdefault.jpg
씬님,10. 🎃닥터씬의 메이크업 시술소 #서울라이트 편🎃할로윈.ver | SSIN,https://www.youtube.com/watch?v=Z-tzh59JBfo,https://i.ytimg.com/vi/Z-tzh59JBfo/maxresdefault.jpg
씬님,9. 🎃  공포주의! 🎃  할로윈 끝판왕 피의 삐에로(1990) 메이크업 | SSIN,https://www.youtube.com/watch?v=0JfcxeNlAnA,https://i.ytimg.com/vi/0JfcxeNlAnA/maxresdefault.jpg
씬님,8. 🎃할로윈 분장하고 유튜버들 몰카하기 실패? 성공?! 🎃할로윈파티 초대장 전달 | SSIN,https://www.youtube.com/watch?v=esLZOg_Q_KI,https://i.ytimg.com/vi/esLZOg_Q_KI/maxresdefault.jpg
씬님,7. 🎃 영화에서 쓰는 진짜 좀비렌즈를 껴보았다! 공막렌즈 체험 🎃( feat.서울라이트) | SSIN,https://www.youtube.com/watch?v=r0cTYqXYCek,https://i.ytimg.com/vi/r0cTYqXYCek/maxresdefault.jpg
씬님,6. 기상천외 역대급 착시(?) 일루젼 할로윈 의상 만들기 🎃  feat.박PD | SSIN,https://www.youtube.com/watch?v=ItiDB9XBWUc,https://i.ytimg.com/vi/ItiDB9XBWUc/maxresdefault.jpg
